source,target,label
creamy-fern-coyote,zesty-amethyst-bear,creamy-fern-coyote
creamy-fern-coyote,gentle-cinnabar-wolverine,creamy-fern-coyote
creamy-fern-coyote,long-spruce-hawk,creamy-fern-coyote
creamy-fern-coyote,melted-raspberry-cyborg,creamy-fern-coyote
creamy-fern-coyote,able-chili-mammoth,creamy-fern-coyote
creamy-fern-coyote,festive-daisy-mule,creamy-fern-coyote
creamy-fern-coyote,gentle-grape-puppy,creamy-fern-coyote
creamy-fern-coyote,noisy-silver-unicorn,creamy-fern-coyote
creamy-fern-coyote,sweet-lilac-wolf,creamy-fern-coyote
creamy-fern-coyote,narrow-daisy-elk,creamy-fern-coyote
creamy-fern-coyote,high-citron-raccoon,creamy-fern-coyote
creamy-fern-coyote,obedient-rouge-toad,creamy-fern-coyote
creamy-fern-coyote,blurry-mercurial-sardine,creamy-fern-coyote
creamy-fern-coyote,exotic-pebble-meerkat,creamy-fern-coyote
creamy-fern-coyote,kind-garnet-panther,creamy-fern-coyote
creamy-fern-coyote,warm-metal-koala,creamy-fern-coyote
creamy-fern-coyote,proud-azure-goat,creamy-fern-coyote
creamy-fern-coyote,rural-onyx-locust,creamy-fern-coyote
creamy-fern-coyote,itchy-vinyl-mink,creamy-fern-coyote
creamy-fern-coyote,atomic-parchment-snail,creamy-fern-coyote
creamy-fern-coyote,fancy-rusty-toad,creamy-fern-coyote
creamy-fern-coyote,obedient-hotpink-eagle,creamy-fern-coyote
creamy-fern-coyote,dazzling-raisin-huskie,creamy-fern-coyote
creamy-fern-coyote,flaky-brunette-mongoose,creamy-fern-coyote
creamy-fern-coyote,amusing-boysenberry-walrus,creamy-fern-coyote
creamy-fern-coyote,little-oily-platypus,creamy-fern-coyote
creamy-fern-coyote,narrow-vanilla-cricket,creamy-fern-coyote
creamy-fern-coyote,tame-carob-cod,creamy-fern-coyote
creamy-fern-coyote,spicy-candy-salamander,creamy-fern-coyote
creamy-fern-coyote,proud-saffron-coyote,creamy-fern-coyote
creamy-fern-coyote,howling-holographic-gibbon,creamy-fern-coyote
creamy-fern-coyote,zesty-parchment-rook,creamy-fern-coyote
creamy-fern-coyote,mammoth-misty-loris,creamy-fern-coyote
creamy-fern-coyote,joyous-cloth-kookaburra,creamy-fern-coyote
creamy-fern-coyote,crazy-zinc-rook,creamy-fern-coyote
creamy-fern-coyote,rural-lavender-beetle,creamy-fern-coyote
creamy-fern-coyote,cheery-sapphire-flamingo,creamy-fern-coyote
creamy-fern-coyote,odd-merlot-fish,creamy-fern-coyote
creamy-fern-coyote,flat-leather-sparrow,creamy-fern-coyote
creamy-fern-coyote,abundant-pebble-puma,creamy-fern-coyote
creamy-fern-coyote,creamy-crimson-hyena,creamy-fern-coyote
creamy-fern-coyote,wild-lava-raccoon,creamy-fern-coyote
creamy-fern-coyote,cheerful-midnight-ferret,creamy-fern-coyote
creamy-fern-coyote,straight-ginger-tadpole,creamy-fern-coyote
creamy-fern-coyote,bubbly-mauve-butterfly,creamy-fern-coyote
creamy-fern-coyote,wild-watermelon-shark,creamy-fern-coyote
creamy-fern-coyote,lone-fleece-ladybug,creamy-fern-coyote
creamy-fern-coyote,smooth-caramel-llama,creamy-fern-coyote
creamy-fern-coyote,electric-chiffon-porcupine,creamy-fern-coyote
creamy-fern-coyote,zealous-frost-sloth,creamy-fern-coyote
creamy-fern-coyote,clever-fleece-vulture,creamy-fern-coyote
creamy-fern-coyote,fast-satin-sardine,creamy-fern-coyote
creamy-fern-coyote,bent-burgundy-lobster,creamy-fern-coyote
creamy-fern-coyote,quick-bronze-pig,creamy-fern-coyote
creamy-fern-coyote,smooth-vanilla-tuna,creamy-fern-coyote
creamy-fern-coyote,square-currant-leopard,creamy-fern-coyote
creamy-fern-coyote,dapper-gingham-goat,creamy-fern-coyote
creamy-fern-coyote,mythical-tangerine-cormorant,creamy-fern-coyote
creamy-fern-coyote,magic-rainbow-wasp,creamy-fern-coyote
creamy-fern-coyote,little-merlot-gazelle,creamy-fern-coyote
creamy-fern-coyote,bumpy-clay-narwhal,creamy-fern-coyote
creamy-fern-coyote,breezy-onyx-rattlesnake,creamy-fern-coyote
creamy-fern-coyote,wonderful-seaweed-vulture,creamy-fern-coyote
creamy-fern-coyote,innocent-shamrock-bull,creamy-fern-coyote
creamy-fern-coyote,sleepy-frost-cougar,creamy-fern-coyote
creamy-fern-coyote,narrow-indigo-pheasant,creamy-fern-coyote
creamy-fern-coyote,chilly-shamrock-mammoth,creamy-fern-coyote
creamy-fern-coyote,quaint-smoke-hyena,creamy-fern-coyote
deep-sepia-corgi,clever-juniper-caribou,deep-sepia-corgi
deep-sepia-corgi,amateur-jetblack-lynx,deep-sepia-corgi
deep-sepia-corgi,obedient-flaxen-narwhal,deep-sepia-corgi
deep-sepia-corgi,gentle-tan-yak,deep-sepia-corgi
deep-sepia-corgi,bouncy-ruby-goose,deep-sepia-corgi
high-blood-squirrel,short-clear-orangutan,high-blood-squirrel
high-blood-squirrel,faithful-pebble-whale,high-blood-squirrel
high-blood-squirrel,long-onyx-elk,high-blood-squirrel
shallow-ivory-crow,real-blue-elk,shallow-ivory-crow
shallow-ivory-crow,striped-ruby-hornet,shallow-ivory-crow
high-mango-scorpion,short-turquoise-rhino,high-mango-scorpion
high-mango-scorpion,sunny-mercurial-crow,high-mango-scorpion
high-mango-scorpion,flaky-licorice-anteater,high-mango-scorpion
high-mango-scorpion,crazy-ivory-mantis,high-mango-scorpion
high-mango-scorpion,wild-watermelon-shark,high-mango-scorpion
kind-boysenberry-seahorse,boxy-navy-jay,kind-boysenberry-seahorse
kind-boysenberry-seahorse,custom-khaki-bat,kind-boysenberry-seahorse
kind-boysenberry-seahorse,furry-white-ram,kind-boysenberry-seahorse
kind-boysenberry-seahorse,spicy-laurel-pheasant,kind-boysenberry-seahorse
spicy-opaque-sloth,best-iris-bull,spicy-opaque-sloth
spicy-opaque-sloth,wonderful-crepe-perch,spicy-opaque-sloth
spicy-opaque-sloth,polished-latte-rattlesnake,spicy-opaque-sloth
spicy-opaque-sloth,fun-mango-butterfly,spicy-opaque-sloth
spicy-opaque-sloth,rich-oily-whale,spicy-opaque-sloth
cheery-cloud-guppy,festive-plum-chameleon,cheery-cloud-guppy
cheery-cloud-guppy,mythical-pistachio-pangolin,cheery-cloud-guppy
cheery-cloud-guppy,creamy-carob-dachshund,cheery-cloud-guppy
cheery-cloud-guppy,daring-carmine-penguin,cheery-cloud-guppy
cheery-cloud-guppy,clever-coral-orangutan,cheery-cloud-guppy
cheery-cloud-guppy,quaint-midnight-falcon,cheery-cloud-guppy
cheery-cloud-guppy,high-daffodil-narwhal,cheery-cloud-guppy
cheery-cloud-guppy,skinny-cider-scallop,cheery-cloud-guppy
cheery-cloud-guppy,icy-obsidian-peacock,cheery-cloud-guppy
cheery-cloud-guppy,funny-eggshell-crow,cheery-cloud-guppy
cheery-cloud-guppy,skinny-pineapple-donkey,cheery-cloud-guppy
cheery-cloud-guppy,young-latte-duck,cheery-cloud-guppy
cheery-cloud-guppy,long-berry-osprey,cheery-cloud-guppy
cheery-cloud-guppy,scrawny-gingham-alpaca,cheery-cloud-guppy
cheery-cloud-guppy,narrow-frost-sheep,cheery-cloud-guppy
cheery-cloud-guppy,beautiful-blonde-bull,cheery-cloud-guppy
cheery-cloud-guppy,damaged-coral-opossum,cheery-cloud-guppy
cheery-cloud-guppy,flat-bone-wombat,cheery-cloud-guppy
cheery-cloud-guppy,dandy-iron-goblin,cheery-cloud-guppy
cheery-cloud-guppy,skinny-laurel-kookaburra,cheery-cloud-guppy
bent-ceramic-chipmunk,huge-ocean-shrimp,bent-ceramic-chipmunk
bent-ceramic-chipmunk,best-iris-bull,bent-ceramic-chipmunk
bent-ceramic-chipmunk,bent-emerald-griffin,bent-ceramic-chipmunk
bent-ceramic-chipmunk,bent-mulberry-locust,bent-ceramic-chipmunk
slow-flaxen-locust,brave-carob-ostrich,slow-flaxen-locust
slow-flaxen-locust,formal-sandstone-giraffe,slow-flaxen-locust
slow-flaxen-locust,careful-seafoam-panda,slow-flaxen-locust
slow-flaxen-locust,scruffy-olive-dachshund,slow-flaxen-locust
slow-flaxen-locust,wobbly-ebony-caterpillar,slow-flaxen-locust
slow-flaxen-locust,teeny-orange-hippo,slow-flaxen-locust
high-cloud-elk,abundant-steel-vulture,high-cloud-elk
high-cloud-elk,festive-plum-chameleon,high-cloud-elk
high-cloud-elk,mythical-spruce-dalmatian,high-cloud-elk
high-cloud-elk,swift-bronze-lizard,high-cloud-elk
high-cloud-elk,special-chartreuse-mantaray,high-cloud-elk
high-cloud-elk,silly-lead-stork,high-cloud-elk
high-cloud-elk,fluffy-crepe-tortoise,high-cloud-elk
high-cloud-elk,delightful-aqua-blackbird,high-cloud-elk
high-cloud-elk,tart-fern-hare,high-cloud-elk
high-cloud-elk,steep-lilac-snake,high-cloud-elk
high-cloud-elk,high-citron-raccoon,high-cloud-elk
high-cloud-elk,jovial-currant-mouse,high-cloud-elk
high-cloud-elk,boxy-jetblack-condor,high-cloud-elk
high-cloud-elk,suave-mustard-llama,high-cloud-elk
high-cloud-elk,narrow-goldenrod-wombat,high-cloud-elk
high-cloud-elk,howling-felt-griffin,high-cloud-elk
high-cloud-elk,spare-violet-antelope,high-cloud-elk
high-cloud-elk,straight-gingham-mammoth,high-cloud-elk
high-cloud-elk,dapper-quartz-seahorse,high-cloud-elk
high-cloud-elk,tangy-ash-goldfish,high-cloud-elk
high-cloud-elk,zany-carrot-jay,high-cloud-elk
high-cloud-elk,dizzy-strawberry-cricket,high-cloud-elk
high-cloud-elk,young-cherry-pangolin,high-cloud-elk
high-cloud-elk,short-lemonade-lizard,high-cloud-elk
high-cloud-elk,scrawny-sable-cat,high-cloud-elk
high-cloud-elk,dandy-chambray-chipmunk,high-cloud-elk
high-cloud-elk,little-oily-platypus,high-cloud-elk
high-cloud-elk,odd-cloth-starling,high-cloud-elk
high-cloud-elk,hot-cider-pangolin,high-cloud-elk
high-cloud-elk,young-latte-duck,high-cloud-elk
high-cloud-elk,odd-laurel-lizard,high-cloud-elk
high-cloud-elk,oblong-paisley-dolphin,high-cloud-elk
high-cloud-elk,nice-ocean-kitten,high-cloud-elk
high-cloud-elk,energetic-daffodil-scorpion,high-cloud-elk
high-cloud-elk,short-tweed-yak,high-cloud-elk
high-cloud-elk,acidic-red-mouse,high-cloud-elk
high-cloud-elk,zealous-topaz-manatee,high-cloud-elk
high-cloud-elk,petite-tawny-rhino,high-cloud-elk
high-cloud-elk,hollow-eggshell-goat,high-cloud-elk
high-cloud-elk,recumbent-mauve-cricket,high-cloud-elk
high-cloud-elk,mysterious-tangerine-goblin,high-cloud-elk
high-cloud-elk,powerful-burlap-puppy,high-cloud-elk
high-cloud-elk,zany-concrete-vulture,high-cloud-elk
high-cloud-elk,radiant-peanut-salamander,high-cloud-elk
high-cloud-elk,rich-wintergreen-canary,high-cloud-elk
hidden-pastel-wasp,lone-lipstick-squirrel,hidden-pastel-wasp
hidden-pastel-wasp,vast-fossilized-quail,hidden-pastel-wasp
hidden-pastel-wasp,real-denim-wren,hidden-pastel-wasp
hidden-pastel-wasp,quiet-citron-rooster,hidden-pastel-wasp
